source,policy,true_class,decision,error,tau,Nweak,Nstrong,unlocked,cap_hit
mock fallback — NOT REPORTABLE,weak_only,4,4,0,264,264,0,0,0
mock fallback — NOT REPORTABLE,weak_only,4,4,0,193,193,0,0,0
mock fallback — NOT REPORTABLE,weak_only,4,5,1,300,300,0,0,1
mock fallback — NOT REPORTABLE,weak_only,4,5,1,300,300,0,0,1
mock fallback — NOT REPORTABLE,weak_only,4,5,1,69,69,0,0,0
mock fallback — NOT REPORTABLE,weak_only,4,5,1,93,93,0,0,0
mock fallback — NOT REPORTABLE,weak_only,4,5,1,99,99,0,0,0
mock fallback — NOT REPORTABLE,weak_only,4,5,1,97,97,0,0,0
mock fallback — NOT REPORTABLE,weak_only,4,5,1,146,146,0,0,0
mock fallback — NOT REPORTABLE,weak_only,4,5,1,77,77,0,0,0
mock fallback — NOT REPORTABLE,weak_only,4,5,1,300,300,0,0,1
mock fallback — NOT REPORTABLE,weak_only,4,5,1,300,300,0,0,1
mock fallback — NOT REPORTABLE,weak_only,4,5,1,87,87,0,0,0
mock fallback — NOT REPORTABLE,weak_only,4,4,0,300,300,0,0,1
mock fallback — NOT REPORTABLE,weak_only,4,5,1,128,128,0,0,0
mock fallback — NOT REPORTABLE,weak_only,4,5,1,174,174,0,0,0
mock fallback — NOT REPORTABLE,weak_only,4,5,1,145,145,0,0,0
mock fallback — NOT REPORTABLE,weak_only,4,4,0,300,300,0,0,1
mock fallback — NOT REPORTABLE,weak_only,4,4,0,188,188,0,0,0
mock fallback — NOT REPORTABLE,weak_only,4,5,1,166,166,0,0,0
mock fallback — NOT REPORTABLE,weak_only,4,5,1,126,126,0,0,0
mock fallback — NOT REPORTABLE,weak_only,4,4,0,73,73,0,0,0
mock fallback — NOT REPORTABLE,weak_only,4,5,1,231,231,0,0,0
mock fallback — NOT REPORTABLE,weak_only,4,5,1,216,216,0,0,0
mock fallback — NOT REPORTABLE,weak_only,4,5,1,71,71,0,0,0
mock fallback — NOT REPORTABLE,weak_only,4,5,1,194,194,0,0,0
mock fallback — NOT REPORTABLE,weak_only,4,4,0,156,156,0,0,0
mock fallback — NOT REPORTABLE,weak_only,4,5,1,206,206,0,0,0
mock fallback — NOT REPORTABLE,weak_only,4,4,0,300,300,0,0,1
mock fallback — NOT REPORTABLE,weak_only,4,4,0,105,105,0,0,0
mock fallback — NOT REPORTABLE,weak_only,4,4,0,43,43,0,0,0
mock fallback — NOT REPORTABLE,weak_only,4,5,1,300,300,0,0,1
mock fallback — NOT REPORTABLE,weak_only,4,5,1,91,91,0,0,0
mock fallback — NOT REPORTABLE,weak_only,4,4,0,78,78,0,0,0
mock fallback — NOT REPORTABLE,weak_only,4,5,1,300,300,0,0,1
mock fallback — NOT REPORTABLE,weak_only,4,5,1,149,149,0,0,0
mock fallback — NOT REPORTABLE,weak_only,4,5,1,162,162,0,0,0
mock fallback — NOT REPORTABLE,weak_only,4,5,1,161,161,0,0,0
mock fallback — NOT REPORTABLE,weak_only,4,4,0,191,191,0,0,0
mock fallback — NOT REPORTABLE,weak_only,4,5,1,186,186,0,0,0
mock fallback — NOT REPORTABLE,weak_only,4,5,1,169,169,0,0,0
mock fallback — NOT REPORTABLE,weak_only,4,5,1,271,271,0,0,0
mock fallback — NOT REPORTABLE,weak_only,4,5,1,300,300,0,0,1
mock fallback — NOT REPORTABLE,weak_only,4,4,0,40,40,0,0,0
mock fallback — NOT REPORTABLE,weak_only,4,5,1,166,166,0,0,0
mock fallback — NOT REPORTABLE,weak_only,4,5,1,68,68,0,0,0
mock fallback — NOT REPORTABLE,weak_only,4,5,1,184,184,0,0,0
mock fallback — NOT REPORTABLE,weak_only,4,5,1,296,296,0,0,0
mock fallback — NOT REPORTABLE,weak_only,4,5,1,82,82,0,0,0
mock fallback — NOT REPORTABLE,weak_only,4,4,0,109,109,0,0,0
mock fallback — NOT REPORTABLE,weak_only,4,5,1,300,300,0,0,1
mock fallback — NOT REPORTABLE,weak_only,4,5,1,211,211,0,0,0
mock fallback — NOT REPORTABLE,weak_only,4,5,1,174,174,0,0,0
mock fallback — NOT REPORTABLE,weak_only,4,2,1,87,87,0,0,0
mock fallback — NOT REPORTABLE,weak_only,4,5,1,121,121,0,0,0
mock fallback — NOT REPORTABLE,weak_only,4,4,0,79,79,0,0,0
mock fallback — NOT REPORTABLE,weak_only,4,2,1,57,57,0,0,0
mock fallback — NOT REPORTABLE,weak_only,4,4,0,181,181,0,0,0
mock fallback — NOT REPORTABLE,weak_only,4,5,1,174,174,0,0,0
mock fallback — NOT REPORTABLE,weak_only,4,5,1,153,153,0,0,0
mock fallback — NOT REPORTABLE,weak_only,4,5,1,109,109,0,0,0
mock fallback — NOT REPORTABLE,weak_only,4,5,1,300,300,0,0,1
mock fallback — NOT REPORTABLE,weak_only,4,4,0,68,68,0,0,0
mock fallback — NOT REPORTABLE,weak_only,4,4,0,124,124,0,0,0
mock fallback — NOT REPORTABLE,weak_only,4,4,0,261,261,0,0,0
mock fallback — NOT REPORTABLE,weak_only,4,5,1,87,87,0,0,0
mock fallback — NOT REPORTABLE,weak_only,4,5,1,291,291,0,0,0
mock fallback — NOT REPORTABLE,weak_only,4,5,1,184,184,0,0,0
mock fallback — NOT REPORTABLE,weak_only,4,5,1,159,159,0,0,0
mock fallback — NOT REPORTABLE,weak_only,4,5,1,300,300,0,0,1
mock fallback — NOT REPORTABLE,weak_only,4,5,1,95,95,0,0,0
mock fallback — NOT REPORTABLE,weak_only,4,5,1,177,177,0,0,0
mock fallback — NOT REPORTABLE,weak_only,4,5,1,300,300,0,0,1
mock fallback — NOT REPORTABLE,weak_only,4,4,0,101,101,0,0,0
mock fallback — NOT REPORTABLE,weak_only,4,4,0,300,300,0,0,1
mock fallback — NOT REPORTABLE,weak_only,4,5,1,300,300,0,0,1
mock fallback — NOT REPORTABLE,weak_only,4,4,0,47,47,0,0,0
mock fallback — NOT REPORTABLE,weak_only,4,5,1,300,300,0,0,1
mock fallback — NOT REPORTABLE,weak_only,4,5,1,85,85,0,0,0
mock fallback — NOT REPORTABLE,weak_only,4,5,1,59,59,0,0,0
mock fallback — NOT REPORTABLE,weak_only,4,5,1,300,300,0,0,1
mock fallback — NOT REPORTABLE,weak_only,4,4,0,176,176,0,0,0
mock fallback — NOT REPORTABLE,weak_only,4,5,1,116,116,0,0,0
mock fallback — NOT REPORTABLE,weak_only,4,5,1,185,185,0,0,0
mock fallback — NOT REPORTABLE,weak_only,4,5,1,203,203,0,0,0
mock fallback — NOT REPORTABLE,weak_only,4,5,1,149,149,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,47,47,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,37,37,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,6,1,50,50,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,71,71,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,194,194,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,68,68,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,53,53,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,120,120,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,123,123,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,55,55,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,32,32,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,2,1,198,198,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,70,70,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,149,149,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,2,1,131,131,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,75,75,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,59,59,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,47,47,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,45,45,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,41,41,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,64,64,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,99,99,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,144,144,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,69,69,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,68,68,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,53,53,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,88,88,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,97,97,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,147,147,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,168,168,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,100,100,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,80,80,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,136,136,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,147,147,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,37,37,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,69,69,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,152,152,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,123,123,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,90,90,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,168,168,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,59,59,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,2,1,44,44,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,44,44,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,204,204,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,66,66,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,105,105,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,100,100,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,41,41,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,57,57,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,70,70,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,115,115,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,2,1,67,67,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,108,108,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,52,52,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,99,99,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,74,74,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,106,106,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,92,92,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,82,82,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,98,98,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,117,117,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,54,54,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,204,204,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,127,127,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,42,42,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,41,41,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,49,49,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,123,123,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,142,142,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,184,184,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,167,167,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,74,74,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,176,176,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,102,102,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,49,49,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,70,70,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,51,51,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,250,250,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,53,53,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,79,79,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,129,129,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,150,150,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,75,75,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,54,54,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,70,70,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,79,79,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,50,50,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,120,120,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,74,74,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,55,55,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,159,159,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,69,69,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,78,78,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,48,48,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,185,185,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,112,112,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,72,72,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,79,79,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,166,166,0,0,0
mock fallback — NOT REPORTABLE,weak_only,5,5,0,33,33,0,0,0
mock fallback — NOT REPORTABLE,weak_only,6,4,1,130,130,0,0,0
mock fallback — NOT REPORTABLE,weak_only,6,5,1,200,200,0,0,0
mock fallback — NOT REPORTABLE,weak_only,6,5,1,300,300,0,0,1
mock fallback — NOT REPORTABLE,weak_only,6,4,1,100,100,0,0,0
mock fallback — NOT REPORTABLE,weak_only,6,6,0,28,28,0,0,0
mock fallback — NOT REPORTABLE,weak_only,6,4,1,300,300,0,0,1
mock fallback — NOT REPORTABLE,weak_only,6,5,1,45,45,0,0,0
mock fallback — NOT REPORTABLE,weak_only,6,4,1,157,157,0,0,0
mock fallback — NOT REPORTABLE,weak_only,6,5,1,257,257,0,0,0
mock fallback — NOT REPORTABLE,weak_only,6,4,1,159,159,0,0,0
mock fallback — NOT REPORTABLE,weak_only,6,4,1,300,300,0,0,1
mock fallback — NOT REPORTABLE,weak_only,6,4,1,210,210,0,0,0
mock fallback — NOT REPORTABLE,weak_only,6,4,1,300,300,0,0,1
mock fallback — NOT REPORTABLE,weak_only,6,5,1,189,189,0,0,0
mock fallback — NOT REPORTABLE,weak_only,6,4,1,151,151,0,0,0
mock fallback — NOT REPORTABLE,weak_only,6,6,0,121,121,0,0,0
mock fallback — NOT REPORTABLE,weak_only,6,5,1,80,80,0,0,0
mock fallback — NOT REPORTABLE,weak_only,6,5,1,240,240,0,0,0
mock fallback — NOT REPORTABLE,weak_only,6,5,1,159,159,0,0,0
mock fallback — NOT REPORTABLE,weak_only,6,4,1,224,224,0,0,0
mock fallback — NOT REPORTABLE,weak_only,6,5,1,300,300,0,0,1
mock fallback — NOT REPORTABLE,weak_only,6,6,0,209,209,0,0,0
mock fallback — NOT REPORTABLE,weak_only,6,5,1,146,146,0,0,0
mock fallback — NOT REPORTABLE,weak_only,6,4,1,55,55,0,0,0
mock fallback — NOT REPORTABLE,weak_only,6,4,1,132,132,0,0,0
mock fallback — NOT REPORTABLE,weak_only,6,5,1,67,67,0,0,0
mock fallback — NOT REPORTABLE,weak_only,6,4,1,89,89,0,0,0
mock fallback — NOT REPORTABLE,weak_only,6,5,1,300,300,0,0,1
mock fallback — NOT REPORTABLE,weak_only,6,6,0,111,111,0,0,0
mock fallback — NOT REPORTABLE,weak_only,6,4,1,48,48,0,0,0
mock fallback — NOT REPORTABLE,weak_only,6,5,1,268,268,0,0,0
mock fallback — NOT REPORTABLE,weak_only,6,4,1,239,239,0,0,0
mock fallback — NOT REPORTABLE,weak_only,6,5,1,103,103,0,0,0
mock fallback — NOT REPORTABLE,weak_only,6,5,1,217,217,0,0,0
mock fallback — NOT REPORTABLE,weak_only,6,6,0,36,36,0,0,0
mock fallback — NOT REPORTABLE,weak_only,6,5,1,141,141,0,0,0
mock fallback — NOT REPORTABLE,weak_only,6,4,1,272,272,0,0,0
mock fallback — NOT REPORTABLE,weak_only,6,5,1,157,157,0,0,0
mock fallback — NOT REPORTABLE,weak_only,6,5,1,209,209,0,0,0
mock fallback — NOT REPORTABLE,weak_only,6,5,1,300,300,0,0,1
mock fallback — NOT REPORTABLE,weak_only,6,4,1,42,42,0,0,0
mock fallback — NOT REPORTABLE,weak_only,6,4,1,144,144,0,0,0
mock fallback — NOT REPORTABLE,weak_only,6,4,1,197,197,0,0,0
mock fallback — NOT REPORTABLE,weak_only,6,4,1,149,149,0,0,0
mock fallback — NOT REPORTABLE,weak_only,6,5,1,70,70,0,0,0
mock fallback — NOT REPORTABLE,weak_only,6,5,1,300,300,0,0,1
mock fallback — NOT REPORTABLE,weak_only,6,4,1,60,60,0,0,0
mock fallback — NOT REPORTABLE,weak_only,6,5,1,192,192,0,0,0
mock fallback — NOT REPORTABLE,weak_only,6,4,1,292,292,0,0,0
mock fallback — NOT REPORTABLE,weak_only,6,4,1,182,182,0,0,0
mock fallback — NOT REPORTABLE,weak_only,6,6,0,157,157,0,0,0
mock fallback — NOT REPORTABLE,weak_only,6,4,1,219,219,0,0,0
mock fallback — NOT REPORTABLE,weak_only,6,4,1,211,211,0,0,0
mock fallback — NOT REPORTABLE,weak_only,6,4,1,300,300,0,0,1
mock fallback — NOT REPORTABLE,weak_only,6,6,0,59,59,0,0,0
mock fallback — NOT REPORTABLE,weak_only,6,5,1,132,132,0,0,0
mock fallback — NOT REPORTABLE,weak_only,6,6,0,90,90,0,0,0
mock fallback — NOT REPORTABLE,weak_only,6,5,1,212,212,0,0,0
mock fallback — NOT REPORTABLE,weak_only,6,5,1,122,122,0,0,0
mock fallback — NOT REPORTABLE,weak_only,6,6,0,83,83,0,0,0
mock fallback — NOT REPORTABLE,weak_only,6,4,1,236,236,0,0,0
mock fallback — NOT REPORTABLE,weak_only,6,4,1,262,262,0,0,0
mock fallback — NOT REPORTABLE,weak_only,6,5,1,138,138,0,0,0
mock fallback — NOT REPORTABLE,weak_only,6,4,1,24,24,0,0,0
mock fallback — NOT REPORTABLE,weak_only,6,4,1,87,87,0,0,0
mock fallback — NOT REPORTABLE,weak_only,6,5,1,87,87,0,0,0
mock fallback — NOT REPORTABLE,weak_only,6,4,1,184,184,0,0,0
mock fallback — NOT REPORTABLE,weak_only,6,4,1,25,25,0,0,0
mock fallback — NOT REPORTABLE,weak_only,6,4,1,96,96,0,0,0
mock fallback — NOT REPORTABLE,weak_only,6,5,1,300,300,0,0,1
mock fallback — NOT REPORTABLE,weak_only,6,5,1,79,79,0,0,0
mock fallback — NOT REPORTABLE,weak_only,6,4,1,57,57,0,0,0
mock fallback — NOT REPORTABLE,weak_only,6,4,1,300,300,0,0,1
mock fallback — NOT REPORTABLE,weak_only,6,4,1,212,212,0,0,0
mock fallback — NOT REPORTABLE,weak_only,6,6,0,95,95,0,0,0
mock fallback — NOT REPORTABLE,weak_only,6,4,1,157,157,0,0,0
mock fallback — NOT REPORTABLE,weak_only,6,5,1,300,300,0,0,1
mock fallback — NOT REPORTABLE,weak_only,6,4,1,160,160,0,0,0
mock fallback — NOT REPORTABLE,weak_only,6,5,1,69,69,0,0,0
mock fallback — NOT REPORTABLE,weak_only,6,4,1,300,300,0,0,1
mock fallback — NOT REPORTABLE,weak_only,6,4,1,197,197,0,0,0
mock fallback — NOT REPORTABLE,weak_only,6,4,1,258,258,0,0,0
mock fallback — NOT REPORTABLE,weak_only,6,5,1,190,190,0,0,0
mock fallback — NOT REPORTABLE,weak_only,6,5,1,80,80,0,0,0
mock fallback — NOT REPORTABLE,weak_only,6,4,1,155,155,0,0,0
mock fallback — NOT REPORTABLE,weak_only,6,6,0,300,300,0,0,1
mock fallback — NOT REPORTABLE,weak_only,6,6,0,96,96,0,0,0
mock fallback — NOT REPORTABLE,weak_only,6,5,1,300,300,0,0,1
mock fallback — NOT REPORTABLE,weak_only,6,4,1,300,300,0,0,1
mock fallback — NOT REPORTABLE,weak_only,6,4,1,128,128,0,0,0
mock fallback — NOT REPORTABLE,weak_only,6,5,1,82,82,0,0,0
mock fallback — NOT REPORTABLE,weak_only,6,5,1,300,300,0,0,1
mock fallback — NOT REPORTABLE,weak_only,6,4,1,56,56,0,0,0
mock fallback — NOT REPORTABLE,weak_only,6,4,1,300,300,0,0,1
mock fallback — NOT REPORTABLE,weak_only,6,5,1,40,40,0,0,0
mock fallback — NOT REPORTABLE,weak_only,6,6,0,300,300,0,0,1
mock fallback — NOT REPORTABLE,weak_only,6,4,1,57,57,0,0,0
mock fallback — NOT REPORTABLE,weak_only,6,4,1,62,62,0,0,0
mock fallback — NOT REPORTABLE,weak_only,6,4,1,127,127,0,0,0
mock fallback — NOT REPORTABLE,weak_only,6,4,1,262,262,0,0,0
